Unnamed: 0,No.,Material,Diameter (nm),Zeta potential (mV),Cell_type,Cancer_cell,Concentration (g/L),Viability (%),Coat,Animal,Cell_organ,Time (h),Test,Electronegativity,dataset
1052,ID_1130,Fe3O4,361.4,12.1,SH-SY5Y,Yes,7.42176605918971e-11,404.8117,PEG to the PEI,human,bone marrow,72,CellTiterBlue,2.75,Small
1053,ID_1131,Fe3O4,361.4,12.1,SH-SY5Y,Yes,9.277207573987139e-12,64.40678,PEG to the PEI,human,bone marrow,24,Live/Dead,2.75,Small
1054,ID_1132,Fe3O4,145.8,17.7,SH-SY5Y,Yes,5.65157034903575e-10,77.79661,PEI,human,bone marrow,4,LDH,2.75,Small
1055,ID_1133,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.13031406980715e-09,47.288136,PEI,human,bone marrow,72,LDH,2.75,Small
1056,ID_1134,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.13031406980715e-09,75.677965,PEI,human,bone marrow,4,LDH,2.75,Small
1057,ID_1135,Fe3O4,145.8,17.7,SH-SY5Y,Yes,7.05315979559662e-11,66.77966,PEI,human,bone marrow,24,LDH,2.75,Small
1058,ID_1136,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.41289258725894e-10,65.932205,PEI,human,bone marrow,24,LDH,2.75,Small
1059,ID_1138,Fe3O4,274.1,-27.7,Monocytes,No,6.80463117080962e-12,82.5811,folic acid with intermediate inorganic (silica) coating,human,blood,24,LDH,2.75,Small
1060,ID_1139,Fe3O4,145.8,17.7,SH-SY5Y,Yes,5.65157034903575e-10,64.23729,PEI,human,bone marrow,24,LDH,2.75,Small
1061,ID_1140,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.13031406980715e-09,57.457626,PEI,human,bone marrow,24,LDH,2.75,Small
1062,ID_1141,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.41289258725894e-10,48.559322,PEI,human,bone marrow,72,LDH,2.75,Small
1063,ID_1142,Fe3O4,145.8,17.7,SH-SY5Y,Yes,2.82578517451788e-10,49.74576,PEI,human,bone marrow,72,LDH,2.75,Small
1064,ID_1143,Fe3O4,145.8,17.7,SH-SY5Y,Yes,5.65157034903575e-10,49.83051,PEI,human,bone marrow,72,LDH,2.75,Small
1065,ID_1144,Fe3O4,361.4,12.1,SH-SY5Y,Yes,4.63118202093438e-12,240.88625,PEG to the PEI,human,bone marrow,72,CellTiterBlue,2.75,Small
1066,ID_1145,Fe3O4,361.4,12.1,SH-SY5Y,Yes,9.277207573987139e-12,248.2997,PEG to the PEI,human,bone marrow,72,CellTiterBlue,2.75,Small
1067,ID_1146,Fe3O4,361.4,12.1,SH-SY5Y,Yes,1.8554415147974297e-11,323.37766,PEG to the PEI,human,bone marrow,72,CellTiterBlue,2.75,Small
1068,ID_1147,Fe3O4,361.4,12.1,SH-SY5Y,Yes,7.42176605918971e-11,3.9548023,PEG to the PEI,human,bone marrow,120,Live/Dead,2.75,Small
1069,ID_1148,Fe3O4,145.8,17.7,SH-SY5Y,Yes,7.05315979559662e-11,53.64407,PEI,human,bone marrow,72,LDH,2.75,Small
1070,ID_1149,Fe3O4,145.8,17.7,SH-SY5Y,Yes,7.05315979559662e-11,75.254238,PEI,human,bone marrow,4,LDH,2.75,Small
1071,ID_1150,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.41289258725894e-10,76.949152,PEI,human,bone marrow,4,LDH,2.75,Small
1072,ID_1151,Fe3O4,274.1,-27.7,Monocytes,No,3.40231558540481e-11,77.617546,folic acid with intermediate inorganic (silica) coating,human,blood,24,LDH,2.75,Small
1073,ID_1152,Fe3O4,274.1,-27.7,Monocytes,No,3.40231558540481e-10,91.81465,folic acid with intermediate inorganic (silica) coating,human,blood,24,LDH,2.75,Small
1074,ID_1153,Fe3O4,274.1,-27.7,SKOV-3,Yes,3.40231558540481e-12,93.43434,folic acid with intermediate inorganic (silica) coating,human,ovary,48,MTT,2.75,Small
1075,ID_1154,Fe3O4,274.1,-27.7,SKOV-3,Yes,6.80463117080962e-11,89.393936,folic acid with intermediate inorganic (silica) coating,human,ovary,48,MTT,2.75,Small
1076,ID_1155,Fe3O4,274.1,-27.7,SKOV-3,Yes,3.40231558540481e-10,85.35354,folic acid with intermediate inorganic (silica) coating,human,ovary,48,MTT,2.75,Small
1077,ID_1156,Fe3O4,274.1,-27.7,SKOV-3,Yes,6.80463117080961e-10,83.333336,folic acid with intermediate inorganic (silica) coating,human,ovary,48,MTT,2.75,Small
1078,ID_1157,Fe3O4,274.1,-27.7,Monocytes,No,3.40231558540481e-12,97.09096,folic acid with intermediate inorganic (silica) coating,human,blood,24,LDH,2.75,Small
1079,ID_1158,Fe3O4,326.5,-23.5,Monocytes,No,2.0130387938221002e-11,83.124176,folic acid with intermediate organic (PEG) coating,human,blood,24,LDH,2.75,Small
1080,ID_1159,Fe3O4,326.5,-23.5,Monocytes,No,2.0130387938221e-12,97.067406,folic acid with intermediate organic (PEG) coating,human,blood,24,LDH,2.75,Small
1081,ID_1160,Fe3O4,326.5,-23.5,SKOV-3,Yes,4.0260775876442e-10,86.01491,folic acid with intermediate organic (PEG) coating,human,ovary,48,MTT,2.75,Small
1082,ID_1161,Fe3O4,326.5,-23.5,SKOV-3,Yes,2.0130387938221e-10,88.08567,folic acid with intermediate organic (PEG) coating,human,ovary,48,MTT,2.75,Small
1083,ID_1162,Fe3O4,326.5,-23.5,SKOV-3,Yes,2.0130387938221002e-11,92.73359,folic acid with intermediate organic (PEG) coating,human,ovary,48,MTT,2.75,Small
1084,ID_1163,Fe3O4,326.5,-23.5,SKOV-3,Yes,4.0260775876442e-12,98.82833,folic acid with intermediate organic (PEG) coating,human,ovary,48,MTT,2.75,Small
1085,ID_1164,Fe3O4,326.5,-23.5,SKOV-3,Yes,2.0130387938221e-12,97.88402,folic acid with intermediate organic (PEG) coating,human,ovary,48,MTT,2.75,Small
1086,ID_1165,Fe3O4,326.5,-23.5,Monocytes,No,4.0260775876442e-12,83.56256,folic acid with intermediate organic (PEG) coating,human,blood,24,LDH,2.75,Small
1087,ID_1166,Fe3O4,326.5,-23.5,SKOV-3,Yes,4.0260775876442e-10,85.534355,folic acid with intermediate organic (PEG) coating,human,ovary,24,MTT,2.75,Small
1088,ID_1167,Fe3O4,274.1,-27.7,SKOV-3,Yes,6.80463117080961e-10,83.83839,folic acid with intermediate inorganic (silica) coating,human,ovary,24,MTT,2.75,Small
1089,ID_1168,Fe3O4,361.4,12.1,SH-SY5Y,Yes,4.63118202093438e-12,103.43855,PEG to the PEI,human,bone marrow,72,CellTiterBlue,2.75,Small
1090,ID_1169,Fe3O4,274.1,-27.7,SKOV-3,Yes,6.80463117080962e-12,87.37374,folic acid with intermediate inorganic (silica) coating,human,ovary,48,MTT,2.75,Small
1091,ID_1170,Fe3O4,36.0,49.2572217301193,A549,Yes,1.50173809893096e-07,65.52901,0,human,lung,24,NR,2.75,Small
1092,ID_1171,Fe3O4,36.0,49.2572217301193,A549,Yes,3.00347619786191e-08,86.00683,0,human,lung,24,NR,2.75,Small
1093,ID_1172,Fe3O4,13.5,49.2572217301193,H4,Yes,2.315326e-05,99.98777,0,human,brain,48,Live/Dead,2.75,Small
1094,ID_1173,Fe3O4,36.0,49.2572217301193,A549,Yes,7.50869049465478e-08,72.735,0,human,lung,24,MTT,2.75,Small
1095,ID_1174,Fe3O4,36.0,49.2572217301193,A549,Yes,3.00347619786191e-08,84.31279,0,human,lung,24,MTT,2.75,Small
1096,ID_1175,Fe3O4,274.1,-27.7,Monocytes,No,6.80463117080961e-10,91.87615,folic acid with intermediate inorganic (silica) coating,human,blood,24,LDH,2.75,Small
1097,ID_1177,Fe3O4,13.5,49.2572217301193,SH-SY5Y,Yes,0.02315326,78.13834,0,human,bone marrow,48,MTS,2.75,Small
1098,ID_1178,Fe3O4,361.4,12.1,SH-SY5Y,Yes,9.277207573987139e-12,33.898304,PEG to the PEI,human,bone marrow,120,Live/Dead,2.75,Small
1099,ID_1179,Fe3O4,13.5,49.2572217301193,SH-SY5Y,Yes,0.002315326,69.08662,0,human,bone marrow,48,MTS,2.75,Small
1100,ID_1180,Fe3O4,145.8,17.7,RAW 264.7,Yes,5.65157034903575e-10,75.62442,PEI,mouse,blood,72,Live/Dead,2.75,Small
1101,ID_1181,Fe3O4,145.8,17.7,RAW 264.7,Yes,2.82578517451788e-10,76.22088,PEI,mouse,blood,72,Live/Dead,2.75,Small
1102,ID_1182,Fe3O4,145.8,17.7,RAW 264.7,Yes,1.41289258725894e-10,84.86487,PEI,mouse,blood,72,Live/Dead,2.75,Small
1103,ID_1183,Fe3O4,145.8,17.7,RAW 264.7,Yes,7.05315979559662e-11,96.38087,PEI,mouse,blood,72,Live/Dead,2.75,Small
1104,ID_1184,Fe3O4,145.8,17.7,RAW 264.7,Yes,1.13031406980715e-09,82.64213,PEI,mouse,blood,24,Live/Dead,2.75,Small
1105,ID_1185,Fe3O4,145.8,17.7,RAW 264.7,Yes,5.65157034903575e-10,90.13358,PEI,mouse,blood,24,Live/Dead,2.75,Small
1106,ID_1186,Fe3O4,145.8,17.7,RAW 264.7,Yes,7.05315979559662e-11,146.7742,PEI,mouse,blood,72,MTS,2.75,Small
1107,ID_1187,Fe3O4,145.8,17.7,RAW 264.7,Yes,2.82578517451788e-10,81.53774,PEI,mouse,blood,24,Live/Dead,2.75,Small
1108,ID_1188,Fe3O4,145.8,17.7,RAW 264.7,Yes,7.05315979559662e-11,98.2479,PEI,mouse,blood,24,Live/Dead,2.75,Small
1109,ID_1189,Fe3O4,145.8,17.7,SH-SY5Y,Yes,5.65157034903575e-10,14.238631,PEI,human,bone marrow,168,Live/Dead,2.75,Small
1110,ID_1190,Fe3O4,145.8,17.7,RAW 264.7,Yes,1.13031406980715e-09,67.556694,PEI,mouse,blood,72,Live/Dead,2.75,Small
1111,ID_1191,Fe3O4,145.8,17.7,SH-SY5Y,Yes,5.65157034903575e-10,22.661545,PEI,human,bone marrow,72,Live/Dead,2.75,Small
1112,ID_1192,Fe3O4,145.8,17.7,SH-SY5Y,Yes,5.65157034903575e-10,48.9083,PEI,human,bone marrow,72,CellTiterGlo,2.75,Small
1113,ID_1193,Fe3O4,145.8,17.7,SH-SY5Y,Yes,2.82578517451788e-10,68.12227,PEI,human,bone marrow,72,CellTiterGlo,2.75,Small
1114,ID_1194,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.41289258725894e-10,119.65066,PEI,human,bone marrow,72,CellTiterGlo,2.75,Small
1115,ID_1195,Fe3O4,145.8,17.7,SH-SY5Y,Yes,7.05315979559662e-11,138.86462,PEI,human,bone marrow,72,CellTiterGlo,2.75,Small
1116,ID_1196,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.13031406980715e-09,144.1048,PEI,human,bone marrow,72,CellTiterBlue,2.75,Small
1117,ID_1197,Fe3O4,145.8,17.7,SH-SY5Y,Yes,5.65157034903575e-10,179.0393,PEI,human,bone marrow,72,CellTiterBlue,2.75,Small
1118,ID_1198,Fe3O4,145.8,17.7,SH-SY5Y,Yes,2.82578517451788e-10,169.43231,PEI,human,bone marrow,72,CellTiterBlue,2.75,Small
1119,ID_1199,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.41289258725894e-10,157.20525,PEI,human,bone marrow,72,CellTiterBlue,2.75,Small
1120,ID_1200,Fe3O4,145.8,17.7,RAW 264.7,Yes,7.05315979559662e-11,92.78658,PEI,mouse,blood,120,Live/Dead,2.75,Small
1121,ID_1201,Fe3O4,145.8,17.7,RAW 264.7,Yes,1.41289258725894e-10,82.42156,PEI,mouse,blood,120,Live/Dead,2.75,Small
1122,ID_1202,Fe3O4,145.8,17.7,RAW 264.7,Yes,2.82578517451788e-10,77.225845,PEI,mouse,blood,120,Live/Dead,2.75,Small
1123,ID_1203,Fe3O4,13.5,49.2572217301193,SH-SY5Y,Yes,0.0002315326,61.130886,0,human,bone marrow,48,MTS,2.75,Small
1124,ID_1204,Fe3O4,14.0,49.2572217301193,A549,Yes,2.55339259270126e-05,81.47948,0,human,lung,96,Live/Dead,2.75,Small
1125,ID_1205,Fe3O4,145.8,17.7,SH-SY5Y,Yes,7.05315979559662e-11,38.93333,PEI,human,bone marrow,168,Live/Dead,2.75,Small
1126,ID_1206,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.13031406980715e-09,10.665605,PEI,human,bone marrow,120,Live/Dead,2.75,Small
1127,ID_1207,Fe3O4,145.8,17.7,SH-SY5Y,Yes,5.65157034903575e-10,20.32609,PEI,human,bone marrow,120,Live/Dead,2.75,Small
1128,ID_1208,Fe3O4,145.8,17.7,SH-SY5Y,Yes,2.82578517451788e-10,24.09774,PEI,human,bone marrow,120,Live/Dead,2.75,Small
1129,ID_1209,Fe3O4,13.5,49.2572217301193,SH-SY5Y,Yes,0.02315326,98.008865,0,human,bone marrow,48,Live/Dead,2.75,Small
1130,ID_1210,Fe3O4,145.8,17.7,RAW 264.7,Yes,1.41289258725894e-10,98.80087,PEI,mouse,blood,24,Live/Dead,2.75,Small
1131,ID_1211,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.13031406980715e-09,14.847161,PEI,human,bone marrow,72,Live/Dead,2.75,Small
1132,ID_1212,Fe3O4,145.8,17.7,SH-SY5Y,Yes,5.65157034903575e-10,23.580786,PEI,human,bone marrow,72,Live/Dead,2.75,Small
1133,ID_1213,Fe3O4,145.8,17.7,SH-SY5Y,Yes,2.82578517451788e-10,32.31441,PEI,human,bone marrow,72,Live/Dead,2.75,Small
1134,ID_1214,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.41289258725894e-10,27.670767,PEI,human,bone marrow,168,Live/Dead,2.75,Small
1135,ID_1215,Fe3O4,145.8,17.7,SH-SY5Y,Yes,2.82578517451788e-10,19.618906,PEI,human,bone marrow,168,Live/Dead,2.75,Small
1136,ID_1216,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.13031406980715e-09,0.8414183,PEI,human,bone marrow,168,Live/Dead,2.75,Small
1137,ID_1217,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.13031406980715e-09,13.54236,PEI,human,bone marrow,72,Live/Dead,2.75,Small
1138,ID_1218,Fe3O4,145.8,17.7,SH-SY5Y,Yes,7.05315979559662e-11,42.340473,PEI,human,bone marrow,120,Live/Dead,2.75,Small
1139,ID_1220,Fe3O4,145.8,17.7,SH-SY5Y,Yes,5.65157034903575e-10,124.89083,PEI,human,bone marrow,72,MTS,2.75,Small
1140,ID_1221,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.41289258725894e-10,117.90393,PEI,human,bone marrow,72,MTS,2.75,Small
1141,ID_1222,Fe3O4,14.0,49.2572217301193,A549,Yes,2.55339259270126e-05,63.070538,0,human,lung,48,Live/Dead,2.75,Small
1142,ID_1223,Fe3O4,14.0,49.2572217301193,T98G,Yes,2.55339259270126e-05,76.34855,0,human,brain,48,Live/Dead,2.75,Small
1143,ID_1224,Fe3O4,14.0,49.2572217301193,"-7,00 MCF",Yes,2.55339259270126e-05,73.029045,0,human,breast,48,Live/Dead,2.75,Small
1144,ID_1225,Fe3O4,145.8,17.7,RAW 264.7,Yes,2.82578517451788e-10,125.0,PEI,mouse,blood,72,MTS,2.75,Small
1145,ID_1226,Fe3O4,145.8,17.7,RAW 264.7,Yes,1.41289258725894e-10,129.83871,PEI,mouse,blood,72,MTS,2.75,Small
1146,ID_1227,Fe3O4,145.8,17.7,SH-SY5Y,Yes,7.05315979559662e-11,89.08297,PEI,human,bone marrow,72,MTS,2.75,Small
1147,ID_1228,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.13031406980715e-09,26.200872,PEI,human,bone marrow,72,CellTiterGlo,2.75,Small
1148,ID_1229,Fe3O4,145.8,17.7,SH-SY5Y,Yes,7.05315979559662e-11,62.00873,PEI,human,bone marrow,72,Live/Dead,2.75,Small
1149,ID_1230,Fe3O4,14.0,49.2572217301193,"-7,00 MCF",Yes,2.55339259270126e-05,97.015015,0,human,breast,96,Live/Dead,2.75,Small
1150,ID_1231,Fe3O4,145.8,17.7,RAW 264.7,Yes,5.65157034903575e-10,62.261574,PEI,mouse,blood,120,Live/Dead,2.75,Small
1151,ID_1232,Fe3O4,145.8,17.7,SH-SY5Y,Yes,1.41289258725894e-10,41.9214,PEI,human,bone marrow,72,Live/Dead,2.75,Small
1152,ID_1233,Fe3O4,145.8,17.7,SH-SY5Y,Yes,2.82578517451788e-10,31.248158,PEI,human,bone marrow,72,Live/Dead,2.75,Small
1153,ID_1234,Fe3O4,145.8,17.7,SH-SY5Y,Yes,2.82578517451788e-10,136.24454,PEI,human,bone marrow,72,MTS,2.75,Small
1154,ID_1235,Fe3O4,361.4,12.1,SH-SY5Y,Yes,7.42176605918971e-11,85.335679,PEG to the PEI,human,bone marrow,24,LDH,2.75,Small
1155,ID_1236,Fe3O4,361.4,12.1,SH-SY5Y,Yes,9.277207573987139e-12,97.551163,PEG to the PEI,human,bone marrow,24,LDH,2.75,Small
1156,ID_1237,Fe3O4,13.5,49.2572217301193,SH-SY5Y,Yes,0.002315326,99.58113,0,human,bone marrow,48,Live/Dead,2.75,Small
1157,ID_1238,Fe3O4,13.5,49.2572217301193,SH-SY5Y,Yes,2.315326e-05,98.492836,0,human,bone marrow,48,Live/Dead,2.75,Small
1158,ID_1239,Fe3O4,196.4,49.2572217301193,A549,Yes,1.8497253416059402e-09,98.21391782,0,human,lung,24,Live/Dead,2.75,Small
1159,ID_1240,Fe3O4,196.4,49.2572217301193,A549,Yes,1.8497253416059402e-09,93.7379,0,human,lung,24,AlamarBlue,2.75,Small
1160,ID_1241,Fe3O4,196.4,49.2572217301193,A549,Yes,1.8497253416059402e-09,88.29703,0,human,lung,72,AlamarBlue,2.75,Small
1161,ID_1242,Fe3O4,196.4,49.2572217301193,A549,Yes,1.84972534160594e-11,97.32284,0,human,lung,24,LDH,2.75,Small
1162,ID_1243,Fe3O4,196.4,49.2572217301193,A549,Yes,1.84972534160594e-11,99.49775452,0,human,lung,24,Live/Dead,2.75,Small
1163,ID_1244,Fe3O4,196.4,49.2572217301193,A549,Yes,1.84972534160594e-10,99.48388338,0,human,lung,24,Live/Dead,2.75,Small
1164,ID_1245,Fe3O4,196.4,49.2572217301193,A549,Yes,1.84972534160594e-11,95.28805,0,human,lung,72,AlamarBlue,2.75,Small
1165,ID_1246,Fe3O4,957.0,49.2572217301193,HCMEC,No,1.59880642016515e-11,87.791981,0,human,heart,12,LDH,2.75,Small
1166,ID_1247,Fe3O4,957.0,49.2572217301193,HCMEC,No,3.1976128403302996e-12,85.978293,0,human,heart,12,LDH,2.75,Small
1167,ID_1248,Fe3O4,957.0,49.2572217301193,HCMEC,No,3.1976128403302996e-12,97.75281,0,human,heart,12,MTT,2.75,Small
1168,ID_1250,Fe3O4,957.0,49.2572217301193,HCMEC,No,1.59880642016515e-11,95.505615,0,human,heart,12,MTT,2.75,Small
1169,ID_1251,Fe3O4,957.0,49.2572217301193,HCMEC,No,1.59880642016515e-16,96.62921,0,human,heart,24,MTT,2.75,Small
1170,ID_1252,Fe3O4,957.0,49.2572217301193,HCMEC,No,1.59880642016515e-15,97.75281,0,human,heart,24,MTT,2.75,Small
1171,ID_1253,Fe3O4,196.4,49.2572217301193,A549,Yes,1.84972534160594e-10,91.270515,0,human,lung,72,AlamarBlue,2.75,Small
1172,ID_1255,Fe3O4,196.4,49.2572217301193,A549,Yes,1.84972534160594e-10,95.04239,0,human,lung,24,AlamarBlue,2.75,Small
1173,ID_1256,Fe3O4,957.0,49.2572217301193,HCMEC,No,7.99403210082575e-13,100.0,0,human,heart,12,MTT,2.75,Small
1174,ID_1257,Fe3O4,361.4,12.1,SH-SY5Y,Yes,1.8554415147974297e-11,96.152291,PEG to the PEI,human,bone marrow,24,LDH,2.75,Small
1175,ID_1258,Fe3O4,13.5,49.2572217301193,SH-SY5Y,Yes,2.315326e-05,82.371574,0,human,bone marrow,48,MTS,2.75,Small
1176,ID_1259,Fe3O4,13.5,49.2572217301193,SH-SY5Y,Yes,2.315326e-07,84.26982,0,human,bone marrow,48,MTS,2.75,Small
1177,ID_1260,Fe3O4,13.5,49.2572217301193,H4,Yes,0.02315326,86.864334,0,human,brain,48,MTS,2.75,Small
1178,ID_1261,Fe3O4,13.5,49.2572217301193,SH-SY5Y,Yes,2.315326e-07,97.64653,0,human,bone marrow,48,Live/Dead,2.75,Small
1179,ID_1262,Fe3O4,13.5,49.2572217301193,SH-SY5Y,Yes,0.0002315326,96.617325,0,human,bone marrow,48,Live/Dead,2.75,Small
1180,ID_1263,Fe3O4,361.4,12.1,RAW 264.7,Yes,7.42176605918971e-11,55.113636,PEG to the PEI,mouse,blood,72,Live/Dead,2.75,Small
1181,ID_1264,Fe3O4,14.0,49.2572217301193,T98G,Yes,2.55339259270126e-05,93.21722,0,human,brain,96,Live/Dead,2.75,Small
1182,ID_1265,Fe3O4,957.0,49.2572217301193,HCMEC,No,1.59880642016515e-16,98.1869159,0,human,heart,24,LDH,2.75,Small
1183,ID_1266,Fe3O4,957.0,49.2572217301193,HCMEC,No,1.59880642016515e-13,96.62921,0,human,heart,12,MTT,2.75,Small
1184,ID_1267,Fe3O4,196.4,49.2572217301193,A549,Yes,1.84972534160594e-10,91.02362,0,human,lung,24,LDH,2.75,Small
1185,ID_1268,Fe3O4,957.0,49.2572217301193,HCMEC,No,1.59880642016515e-15,94.38202,0,human,heart,12,MTT,2.75,Small
1186,ID_1269,Fe3O4,361.4,12.1,RAW 264.7,Yes,4.63118202093438e-12,93.6327133,PEG to the PEI,mouse,blood,4,LDH,2.75,Small
1187,ID_1270,Fe3O4,361.4,12.1,RAW 264.7,Yes,9.277207573987139e-12,93.199493,PEG to the PEI,mouse,blood,4,LDH,2.75,Small
1188,ID_1271,Fe3O4,361.4,12.1,RAW 264.7,Yes,1.8554415147974297e-11,94.1095204,PEG to the PEI,mouse,blood,4,LDH,2.75,Small
1189,ID_1272,Fe3O4,361.4,12.1,RAW 264.7,Yes,3.71088302959485e-11,92.787405,PEG to the PEI,mouse,blood,4,LDH,2.75,Small
1190,ID_1273,Fe3O4,361.4,12.1,RAW 264.7,Yes,7.42176605918971e-11,96.3720415,PEG to the PEI,mouse,blood,4,LDH,2.75,Small
1191,ID_1274,Fe3O4,361.4,12.1,RAW 264.7,Yes,4.63118202093438e-12,93.301194,PEG to the PEI,mouse,blood,24,LDH,2.75,Small
1192,ID_1275,Fe3O4,361.4,12.1,SH-SY5Y,Yes,9.277207573987139e-12,23.14016,PEG to the PEI,human,bone marrow,72,LDH,2.75,Small
1193,ID_1276,Fe3O4,957.0,49.2572217301193,HCMEC,No,7.99403210082575e-13,88.764046,0,human,heart,24,MTT,2.75,Small
1194,ID_1277,Fe3O4,361.4,12.1,SH-SY5Y,Yes,4.63118202093438e-12,23.12519,PEG to the PEI,human,bone marrow,72,LDH,2.75,Small
1195,ID_1278,Fe3O4,361.4,12.1,SH-SY5Y,Yes,3.71088302959485e-11,94.7521715,PEG to the PEI,human,bone marrow,24,LDH,2.75,Small
1196,ID_1279,Fe3O4,957.0,49.2572217301193,HCMEC,No,1.59880642016515e-12,89.88764,0,human,heart,24,MTT,2.75,Small
1197,ID_1280,Fe3O4,957.0,49.2572217301193,HCMEC,No,7.99403210082575e-12,92.134834,0,human,heart,24,MTT,2.75,Small
1198,ID_1283,Fe3O4,957.0,49.2572217301193,HCMEC,No,1.59880642016515e-15,99.20229125,0,human,heart,12,LDH,2.75,Small
1199,ID_1284,Fe3O4,957.0,49.2572217301193,HCMEC,No,1.59880642016515e-14,95.435032,0,human,heart,12,LDH,2.75,Small
1200,ID_1285,Fe3O4,957.0,49.2572217301193,HCMEC,No,1.59880642016515e-13,95.40609,0,human,heart,12,LDH,2.75,Small
1201,ID_1286,Fe3O4,957.0,49.2572217301193,HCMEC,No,7.99403210082575e-13,87.905336,0,human,heart,12,LDH,2.75,Small
1202,ID_1287,Fe3O4,957.0,49.2572217301193,HCMEC,No,1.59880642016515e-12,87.873982,0,human,heart,12,LDH,2.75,Small
1203,ID_1289,Fe3O4,361.4,12.1,RAW 264.7,Yes,4.63118202093438e-12,92.61364,PEG to the PEI,mouse,blood,120,Live/Dead,2.75,Small
1204,ID_1290,Fe3O4,361.4,12.1,RAW 264.7,Yes,7.42176605918971e-11,91.689825,PEG to the PEI,mouse,blood,72,LDH,2.75,Small
1205,ID_1291,Fe3O4,361.4,12.1,RAW 264.7,Yes,7.42176605918971e-11,93.133453,PEG to the PEI,mouse,blood,1,LDH,2.75,Small
1206,ID_1292,Fe3O4,361.4,12.1,RAW 264.7,Yes,3.71088302959485e-11,93.116283,PEG to the PEI,mouse,blood,1,LDH,2.75,Small
1207,ID_1293,Fe3O4,957.0,49.2572217301193,HCMEC,No,1.59880642016515e-16,95.4905033,0,human,heart,12,LDH,2.75,Small
1208,ID_1294,Fe3O4,361.4,12.1,RAW 264.7,Yes,4.63118202093438e-12,94.855769,PEG to the PEI,mouse,blood,1,LDH,2.75,Small
1209,ID_1296,Fe3O4,361.4,12.1,RAW 264.7,Yes,1.8554415147974297e-11,93.995932,PEG to the PEI,mouse,blood,1,LDH,2.75,Small
1210,ID_1297,Fe3O4,957.0,49.2572217301193,HCMEC,No,1.59880642016515e-14,94.3931265,0,human,heart,24,LDH,2.75,Small
1211,ID_1298,Fe3O4,957.0,49.2572217301193,HCMEC,No,1.59880642016515e-12,98.8764,0,human,heart,12,MTT,2.75,Small
1212,ID_1299,Fe3O4,957.0,49.2572217301193,HCMEC,No,1.59880642016515e-13,86.889961,0,human,heart,24,LDH,2.75,Small
1213,ID_1300,Fe3O4,957.0,49.2572217301193,HCMEC,No,7.99403210082575e-13,86.861019,0,human,heart,24,LDH,2.75,Small
1214,ID_1301,Fe3O4,957.0,49.2572217301193,HCMEC,No,1.59880642016515e-12,86.832077,0,human,heart,24,LDH,2.75,Small
1215,ID_1302,Fe3O4,957.0,49.2572217301193,HCMEC,No,3.1976128403302996e-12,83.069641,0,human,heart,24,LDH,2.75,Small
1216,ID_1303,Fe3O4,957.0,49.2572217301193,HCMEC,No,7.99403210082575e-12,84.909859,0,human,heart,24,LDH,2.75,Small
1217,ID_1304,Fe3O4,957.0,49.2572217301193,HCMEC,No,1.59880642016515e-15,98.1579741,0,human,heart,24,LDH,2.75,Small
1218,ID_1305,Fe3O4,196.4,49.2572217301193,A549,Yes,1.84972534160594e-11,96.346596,0,human,lung,24,AlamarBlue,2.75,Small
1219,ID_1306,Fe3O4,361.4,12.1,RAW 264.7,Yes,9.277207573987139e-12,93.9800825,PEG to the PEI,mouse,blood,1,LDH,2.75,Small
1220,ID_1307,Fe3O4,957.0,49.2572217301193,HCMEC,No,1.59880642016515e-13,93.25843,0,human,heart,24,MTT,2.75,Small
1221,ID_1308,Fe3O4,957.0,49.2572217301193,HCMEC,No,7.99403210082575e-12,91.55924,0,human,heart,12,LDH,2.75,Small
1222,ID_1309,Fe3O4,361.4,12.1,SH-SY5Y,Yes,1.8554415147974297e-11,28.81801,PEG to the PEI,human,bone marrow,72,LDH,2.75,Small
1223,ID_1310,Fe3O4,361.4,12.1,SH-SY5Y,Yes,3.71088302959485e-11,38.266945,PEG to the PEI,human,bone marrow,72,LDH,2.75,Small
1224,ID_1311,Fe3O4,361.4,12.1,SH-SY5Y,Yes,7.42176605918971e-11,34.50958,PEG to the PEI,human,bone marrow,72,LDH,2.75,Small
1225,ID_1312,Fe3O4,361.4,12.1,SH-SY5Y,Yes,4.63118202093438e-12,96.122342,PEG to the PEI,human,bone marrow,24,LDH,2.75,Small
1226,ID_1313,Fe3O4,957.0,49.2572217301193,HCMEC,No,1.59880642016515e-11,83.01417,0,human,heart,24,LDH,2.75,Small
